date,exp,imp,imae,crude_oil_brent,gas_henry_hub,treasury3month,yuan_dollar_spot_tc,usdollar_euro,ue_m,ue_x,usa_x,usa_m,chn_x,chn_m,year,month
1995-03-01,312.50243154,372.2543031299999,42.01510679,17.006521739130434,,5.728695652173912,8.448291304347826,,61309981102.451096,64567639665.737305,64349.0,74057.0,13113299471.4683,10490909687.7076,1995,3
1995-04-01,269.01542908,280.48247099000014,37.3314258,18.648333333333333,,5.653684210526316,8.442115,,61629481073.813896,67914099357.96911,65074.0,74682.0,12407963573.1991,11048603584.3753,1995,4
1995-05-01,325.7901267299999,352.61523622000004,40.64196499,18.35090909090909,,5.665,8.337,,62297597579.9036,65976913496.665504,65755.0,74845.0,12924483090.3306,11140304736.4884,1995,5
1995-06-01,308.9791790200002,333.8399594399998,41.44360831,17.312727272727273,,5.472272727272728,8.320595454545455,,63797419615.558,66978949134.9876,64855.0,75478.0,13287885444.8764,11117422722.1452,1995,6
1995-07-01,279.48452225999995,362.7923383,39.7991044,15.854285714285714,,5.422,8.320744999999999,,63042069306.6378,65223815288.17429,66560.0,74247.0,12266278758.9657,11467136485.4658,1995,7
1995-08-01,285.82637679000004,355.22097613999995,41.17163418,16.096363636363638,,5.397826086956522,8.325273913043478,,60724480887.6516,63883137852.1292,67469.0,74173.0,12326060208.093302,11607914026.7847,1995,8
1995-09-01,309.7945603200001,327.8191766500004,40.74473937,16.69952380952381,,5.279,8.337439999999999,,61020198510.3945,64512172670.2908,68943.0,74867.0,12328717908.3418,11869258278.4984,1995,9
1995-10-01,298.11749484999973,360.47789428999977,42.14957093,16.11090909090909,,5.2785714285714285,8.335347619047619,,62887430403.2353,66328188748.037,68105.0,74219.0,12378398183.4468,11514149501.7637,1995,10
1995-11-01,302.3957300400002,340.7307885099999,45.29663476,16.86090909090909,,5.356190476190476,8.333442857142856,,63241209599.239,67592897495.988,68009.0,74523.0,11610771368.7507,11751061486.2131,1995,11
1995-12-01,235.4941980200001,303.5729832300003,46.17396094,17.925263157894737,,5.1435,8.335015,,64258609384.03931,70111013285.1763,69071.0,75342.0,12281566571.7508,11487832188.8506,1995,12
1996-01-01,331.89023645,378.16001995,46.95134454,17.853181818181817,,4.996666666666667,8.3384,,62479818925.4884,68267767174.6882,68299.0,76764.0,11769201786.447,11824005991.6907,1996,1
1996-02-01,295.01354351,334.70193032,41.16921037,17.99904761904762,,4.8265,8.33375,,64348700702.9604,68953404491.2895,69899.0,77217.0,11711420326.9339,11473606635.0112,1996,2
1996-03-01,313.45188998000003,320.7300896400001,41.439512,19.851904761904763,,4.962380952380952,8.349542857142856,,62433570736.6838,67580268951.294205,69797.0,77553.0,10576106549.9189,11744536380.3711,1996,3
1996-04-01,301.44177578000006,322.2999634600001,37.92968319,20.9005,,4.951818181818182,8.35145,,62819896421.1161,66622608882.827,70126.0,78870.0,11713723136.6804,11204786459.4048,1996,4
1996-05-01,321.6937300899999,373.7537854899999,40.27904516,19.154761904761905,,5.015454545454546,8.347863636363636,,61642843109.5025,66512576715.5308,71029.0,80288.0,12234026550.8873,11646843385.8774,1996,5
1996-06-01,277.93540293,338.82766780999987,40.14754826,18.4565,,5.093999999999999,8.34236,,61083523002.9803,67376823708.039,71056.0,78516.0,11788805368.5216,11534673104.6997,1996,6
1996-07-01,310.7113270099999,374.47472547000007,40.87487912,19.57086956521739,,5.150454545454545,8.340931818181817,,62425792687.5128,68488332409.649605,69404.0,79536.0,12260121383.3362,10989620710.5139,1996,7
1996-08-01,306.6609361400001,359.25004149000006,40.92609629,20.51238095238095,,5.046818181818182,8.337922727272728,,62090587765.4484,69031819352.4863,70563.0,80919.0,13708751800.244,11424852395.236502,1996,8
